sample_id	donor_rrid_ref	study_accession	library_chemistry	library_prep_kit	sequencing_platform	alignment_tool	reference_genome	cellranger_version	n_cells	mean_umi_count_per_cell	mean_genes_per_cell	mean_total_reads_per_cell	mean_uniquely_mapped_reads_per_cell	mean_secondary_alignments_per_cell	mean_supplementary_alignments_per_cell	mean_cellbender_cell_probability	mean_post_cellbender_umis_per_cell	mean_pct_cellbender_removed	mean_pct_mitochondrial_reads
SAMN08768783__rep3__no_treatment	SAMN08768783	GSE183568	V2							1608.0957789134961	923.1714934696196	3535.956085557448	3107.3325761877722	400.2104864660231	0.0	0.9993834277230998	1779.1796327844029	15.500078945366802	2.4575515992703885
SAMN10372788__no_treatment	SAMN10372788	GSE221156	V2							9640.111532985287	2705.170384432843	28440.19791172283	24997.273849074514	3909.487897484575	0.0	0.9999208797138903	10543.821072615092	8.09531116103839	3.942075971233539
SAMN10439569__no_treatment	SAMN10439569	GSE221156	V2							7593.430645968953	2375.602403605408	17572.54131196795	15701.409113670506	2155.6369554331495	0.0	0.9998790133160594	8283.689534301453	8.72820713615848	4.021210445882201
SAMN16081314	SAMN16081314	GSE217837	V3							24806.43579766537	5094.243190661478	59702.81128404669	54251.365110246436	8949.185473411155	0.0	0.9999603245663427	27104.592088197147	10.635505763639978	6.49080233784258
SRR10751487	SAMN08611143	GSE142465	V2							17837.14682080925	4470.682080924856	45687.517919075144	39573.57109826589	5083.109826589595	0.0	0.9999620427975076	19335.949132947975	5.351838314384786	3.9134350976012873
SRR10751488	SAMN08611143	GSE142465	V2							8710.539165446558	2938.214494875549	17147.03843338214	14849.527452415812	2058.995973645681	0.0	0.999936114162163	9451.53989751098	8.721577570750522	4.615859457184702
SRR10751489	SAMN08611143	GSE142465	V2							9638.695935582822	3206.2269938650306	19893.296779141103	17260.21894171779	2258.9325153374234	0.0	0.9999306915225061	10489.583205521472	8.629334021507372	4.464799851106549
SRR10751490	SAMN08611143	GSE142465	V2							6011.679107981221	2428.837558685446	11791.356338028168	10241.82441314554	1401.0535211267606	0.0	0.9998235611568594	6464.96103286385	16.886695642255894	4.314081582153799
SRR10751492	SAMN09929411	GSE142465	V2							5721.405113769646	2106.1932911095473	11419.396434435843	9651.35327234342	1089.5540699038236	0.0	0.9998807152084361	6211.159981233873	11.760689222453314	2.82807822057303
SRR10751493	SAMN09929411	GSE142465	V2							7147.158103888732	2408.068407607153	15993.800170309396	13554.71075787681	1481.4822594379789	0.0	0.9999077951167071	7678.106159523134	10.312874184356188	3.0664487470093778
SRR10751494	SAMN09929411	GSE142465	V2							6129.793507853403	2195.190785340314	11973.480628272251	10210.148481675393	1168.0395811518324	0.0	0.9999183251595621	6634.789738219895	7.765398896903911	2.8918015811911397
SRR10751495	SAMN09929411	GSE142465	V2							8803.303195352215	2743.5036310820624	20129.176470588234	17380.434640522875	1889.5268700072622	0.0	0.9999251119365014	9500.217501815541	8.511621531829427	2.8061643317966793
SRR10751496	SAMN09929411	GSE142465	V2							7896.895820714718	2521.5596608116293	19117.994548758328	16702.864627498486	1811.659903089037	0.0	0.9999060124465727	8453.79648697759	14.111077004712694	2.8046806199326326
SRR10751497	SAMN09929411	GSE142465	V2							4661.028130671506	1858.455898366606	8663.386025408348	7460.374591651543	846.9934664246824	0.0	0.9998482373362227	5070.153357531761	9.309736217644609	2.7910736412566277
SRR10751498	SAMN09929411	GSE142465	V2							5031.972641509434	1853.9837264150945	10548.18962264151	8967.749056603774	1004.2806603773585	0.0	0.9998410270180342	5405.895754716981	14.38150749938783	2.6410870233499906
SRR10751499	SAMN09929411	GSE142465	V2							4766.889132821076	1886.809366995975	9148.018843761434	7916.615806805708	869.3843761434322	0.0	0.9998658660498024	5194.875777533845	12.874838008233112	2.672184239955243
SRR10751500	SAMN09929411	GSE142465	V2							7890.652573529412	2516.558455882353	19021.757720588233	15801.653676470589	1743.675367647059	0.0	0.9999411914059344	8467.19411764706	11.24604653854271	2.8690316405521576
SRR10751501	SAMN09929411	GSE142465	V2							8612.071077504726	2762.726275992439	19040.599621928166	16643.288846880907	1754.7372400756144	0.0	0.9999251185833619	9306.222306238185	8.855753791221145	2.8659199785735954
SRR12831415	SAMN15314807	GSE159556	V2							1579.7334801762115	644.5572687224669	44139.299559471365	38884.0704845815	8563.801762114537	0.0	0.9996658832753808	2955.114537444934	13.525033945033643	6.564477629244604
SRR12831416	SAMN15314807	GSE159556	V2							1240.4944289693594	549.2757660167131	33981.697771587744	29493.430362116993	7744.844011142061	0.0	0.999548638763534	2488.6782729805013	15.255328837641445	5.857887061016163
SRR12831418	HPAP-066	GSE159556	V2							764.5631691648822	412.6359743040685	22059.749464668093	19023.188436830835	7264.152034261242	0.0	0.9992008943118681	1393.2569593147753	27.846493042512	4.052865687613257
SRR12831419	HPAP-066	GSE159556	V2							524.140157480315	272.9496062992126	20154.48503937008	17332.022047244096	6202.568503937008	0.0	0.9988043109263022	979.7385826771654	38.14476078922683	4.215828945975493
SRR17168069	SAMN10079665	GSE190447	V2							21433.538802660754	5453.0753880266075	428081.14634146343	378738.18625277164	47059.946784922395	0.0	0.9999797529233269	24404.148558758316	7.641020994797549	3.9062088135263355
SRR17168070	SAMN10079665	GSE190447	V2							22656.85106382979	5788.143617021276	814767.9202127659	741132.2287234042	86630.79787234042	0.0	0.9999836093567788	25732.436170212764	6.627989863783076	2.4245253666747444
SRR17168071	SAMN10079665	GSE190447	V2							18073.853658536584	5357.552845528456	363291.72764227644	330756.3638211382	40554.904471544716	0.0	0.9999743542535519	20823.04674796748	8.654483716211493	3.6704050753820487
SRR17168076	SAMN11417921	GSE190447	V2							22701.30291970803	4725.813868613139	220314.10583941606	189553.64598540147	14350.94890510949	0.0	0.9999735507651837	24299.5	9.176786044211552	3.1615707932887998
SRR17168077	SAMN11417921	GSE190447	V2							14699.888815789474	3917.3282894736844	79827.30197368421	68014.06118421053	5620.555263157895	0.0	0.9999298716454129	16175.834868421052	9.4947686753698	3.4939312577137374
SRR17168079	SAMN11417921	GSE190447	V2							17074.141873278237	4476.527548209367	126828.76997245179	106735.34573002755	8492.997245179064	0.0	0.999959979011336	19055.557851239668	7.458576423449883	3.780840239381665
SRR22266775	SAMN15944113	GSE217837	V3							11294.434904996482	3502.4408866995072	21104.351513019	19202.945460943	3114.914496833216	0.0	0.9999225011264498	12479.697044334975	7.483660966627877	4.319573473923604
SRR22775778	SAMN17831932	GSE221156	V3							24058.01662887377	4759.6001511715795	75989.5880574452	67811.96069538927	17167.351473922903	0.0	0.9999393837432111	27132.918367346938	6.499624224649528	8.947614448287792
SRR22775779	SAMN17528599	GSE221156	V3							23225.836522322927	4038.8590130916414	63598.63712655254	58221.75260154414	7563.429674387378	0.0	0.9998534535473327	25624.25075528701	4.810055992771234	7.359097235269376
SRR22775780	SAMN17209843	GSE221156	V3							22409.17238095238	4725.0663492063495	67898.15015873016	62278.815873015876	8411.723174603174	0.0	0.9999293513903542	24989.891428571427	4.88354359817125	4.149864180917044
SRR22775781	SAMN16547514	GSE221156	V3							25152.868519146054	4660.016265672653	66734.35547272112	61268.555066079294	7419.839037614368	0.0	0.9998427507676176	27417.449339207047	6.808695207525677	9.33476160434799
SRR22775784	SAMN15337453	GSE221156	V3							21535.94938732019	4274.897176345232	57029.914224826854	51806.91901971231	6452.712306872669	0.0	0.9999461104149633	23422.75546084177	6.405696703223782	10.856063538693707
SRR22775785	HP-20152-01	GSE221156	V3							18812.408015451474	4413.750362143892	51811.06566875905	46849.906325446645	5696.553355866731	0.0	0.999954018139252	20666.852245292128	6.1975558345748825	6.851076721739323
SRR22775786	SAMN14255441	GSE221156	V3							16770.776877133107	3782.303327645051	51783.67406143345	47738.26151877133	6817.037542662116	0.0	0.9999524128111557	18639.232935153585	6.1217074327952705	8.93056969393884
SRR22775787	SAMN13901790	GSE221156	V3							21683.562990499795	4384.501032631144	57840.557207765385	53047.9921520033	6062.225526641883	0.0	0.999922129055135	23727.237918215615	6.748078918360923	10.241475852845502
SRR22775788	SAMN13866285	GSE221156	V3							24750.12990743696	4285.429620172359	63494.774976061286	58693.42770507501	6003.415895308011	0.0	0.9999634414064668	27126.618257261413	4.26207009035928	8.82691442617578
SRR22775791	SAMN13108021	GSE221156	V3							25389.785657998425	4976.956658786446	101765.1024428684	94134.77147360126	11183.449960598897	0.0	0.9999873191940211	28321.018124507485	4.9764022018555485	6.417456326311675
SRR22775792	SAMN12673306	GSE221156	V3							22017.859813084113	4617.169662113587	70955.99137311286	63972.85765636233	11270.452192667146	0.0	0.9999393540950751	24330.561466570813	6.899186227467803	8.107277966699078
SRR22775795	SAMN12500521	GSE221156	V3							19593.768649020283	4415.33654176693	53051.300103128226	48835.542798212446	5684.162255070471	0.0	0.99995335066757	21814.0412512891	6.423885902050912	8.920630447097412
SRR22775796	SAMN12022246	GSE221156	V3							21045.741911764704	3878.3231617647057	49003.683455882354	45239.07794117647	4959.422794117647	0.0	0.9999206927550189	22548.733823529412	5.68699805292832	5.61209294744687
SRR22775797	SAMN11867362	GSE221156	V3							12989.338392355256	3760.896571107364	35722.332771219786	32997.969364811695	3482.5314783586286	0.0	0.9998789894875681	14359.146430578978	7.1105566404422325	5.803762533931721
SRR22775798	SAMN11864195	GSE221156	V3							14670.966319657073	3646.86466625842	38912.04623392529	36034.04133496632	3733.5744029393754	0.0	0.9999208642125349	15920.482547458665	6.046640163398719	8.04224879030433
SRR22775801	SAMN11642375	GSE221156	V3							24521.589863547757	5038.685380116959	77693.79649122807	71088.51072124757	8781.76179337232	0.0	0.9999395644920378	27145.621442495125	7.623792648698565	8.509028540505506
SRR22775802	SAMN11633049	GSE221156	V3							29439.10407569141	5509.890829694323	102716.30494905385	93791.49781659388	12154.893013100436	0.0	0.9999777572297286	32344.62227074236	6.609598449228194	8.92453081412724
SRR22775805	SAMN11522709	GSE221156	V3							11348.885765124554	3305.0875444839858	23662.797153024912	20809.33024911032	2898.3156583629893	0.0	0.9999151480155484	12373.233807829181	6.957134936953866	7.0869740956856875
SRR22775806	SAMN11523048	GSE221156	V3							17897.472312703583	4367.397394136808	41027.796184271756	36136.188925081435	4578.67798976268	0.0	0.99993889655774	19735.635644485807	6.132964062139625	9.223650598804976
SRR22775807	SAMN11483342	GSE221156	V3							11867.426454033772	3255.7048780487803	23885.95009380863	21857.078986866793	2342.9003752345216	0.0	0.9999187743574325	12996.37354596623	7.456892756091809	8.705097554017199
SRR22775808	SAMN08930107	GSE221156	V3							21817.448041566746	4470.512989608314	49229.07873701039	44899.7314148681	5163.108513189449	0.0	0.9998928957420001	23742.869304556356	6.717525208149426	9.187659672029234
SRR22775809	SAMN11380903	GSE221156	V3							7302.9410426148115	1945.024410426148	27195.583574679356	25126.03889118742	2665.391394290443	0.0	0.9996661526090506	7980.8103020273065	30.90595092101793	8.088547304211342
SRR22775810	SAMN11373103	GSE221156	V3							10651.83766076195	2756.8869206503277	37955.51249696675	34663.296772628004	4246.301140499879	0.0	0.999169890451304	11624.317641349187	26.202900913899956	9.24434901315321
SRR22775811	SAMN11157311	GSE221156	V3							6801.836249524534	2049.7158615443136	24430.52662609357	22456.860403195133	2537.847850893876	0.0	0.9988865446300731	7461.926397869913	29.500720359972053	7.26297870882602
SRR22775812	SAMN11008921	GSE221156	V3							15648.493478260869	3971.8199275362317	29756.316666666666	27163.734782608695	3170.064492753623	0.0	0.999909387204958	17218.49347826087	8.527404070339331	6.9940208632134375
SRR22775815	HP-19044-01T2D	GSE221156	V3							22821.783070866142	5113.19251968504	49845.58976377953	45488.03228346457	5500.1295275590555	0.0	0.9999669027844752	25369.76062992126	5.390660810056268	7.437859202659447
SRR22775816	HP-19047-01	GSE221156	V3							31088.686593406594	5387.026813186813	71697.92263736264	65688.32351648352	7658.406153846154	0.0	0.9999270489713648	33844.13582417582	6.677424452929443	7.643796296002081
SRR22775817	SAMN10873960	GSE221156	V3							18848.638302915384	4009.9236785968237	41016.32235126807	37180.53496089121	5152.479023465276	0.0	0.999951087416956	20911.434226119934	8.27404220299938	8.625263309113755
SRR22775818	SAMN10832912	GSE221156	V3							26374.127930075487	4792.265395311879	54283.72745331744	48889.747715534366	4639.450536352801	0.0	0.9999419922955604	28693.711958680968	4.298142677677696	5.483847058580369
SRR22775819	SAMN10737781	GSE221156	V3							26394.74592074592	5504.825174825175	56068.98912198912	49049.00155400155	4992.379176379176	0.0	0.9999531613548504	28991.606837606836	5.417466281271889	7.822008816545428
SRR22775820	SAMN10441461	GSE221156	V2							13643.666899441341	3591.689245810056	58089.352653631286	50014.84846368715	7725.3575418994415	0.0	0.9999061398749245	14844.120111731843	10.80198242400111	3.644879271835813
SRR22775833	SAMN09370567	GSE221156	V2							11109.507101918764	2980.056815350112	42167.16870171941	37741.278843757784	4408.12035883379	0.0	0.9996430647958403	12243.423124844256	11.368509921050494	3.337696261725401
SRR22775834	SAMN08773444	GSE221156	V2							11844.785555060187	3298.167632634864	42914.60142666072	38265.03878733839	5330.199732501114	0.0	0.9999077838018862	12863.336156932679	9.525913021316718	3.629205522308122
SRR22775835	SAMN08769026	GSE221156	V2							15179.744149272612	3744.1470588235293	60259.69101834282	53475.262492093614	7117.115433270083	0.0	0.9999509166494944	16530.800126502214	5.786227555594941	2.997167392498089
SRR22775836	HP17300-01T2D	GSE221156	V2							20432.575564562827	4502.034742327736	86692.83207874927	75637.89808917197	12249.862767805444	0.0	0.9999722246496955	22221.510133178923	6.561223451413746	4.315862219268546
SRR22775837	SAMN08768979	GSE221156	V2							16954.14429312581	4010.950064850843	57398.8369001297	50393.565823605706	6786.11738002594	0.0	0.9999552067035831	18405.327821011673	6.89053151336312	3.5283233236638987
SRR22775838	SAMN08768784	GSE221156	V2							13205.427430093208	3646.9766977363515	44823.31324900133	38686.20572569907	4850.167443408788	0.0	0.9999388564283774	14872.912782956058	7.027819425746235	4.436570986253296
SRR22775839	SAMN08768799	GSE221156	V2							18056.771292693473	3907.7730220492867	84518.74924340683	71041.62213575443	8429.616947686987	0.0	0.9999332022368006	19482.459576307825	7.905526614442475	3.0430135602826436
SRR22775840	SAMN08768773	GSE221156	V2							16344.209799861974	4026.046928916494	65763.60593512768	57633.21946169772	6416.96204278813	0.0	0.9999253495221635	18029.186335403727	8.907160835732759	2.6949697327360917
SRR27326986__24Hr_Cytokines	SAMN12496804	GSE251912	V3							28099.73076923077	5371.54358974359	79620.6641025641	74029.86666666667	7142.415384615385	0.0	0.9999716430138319	31235.741025641026	7.256432312613733	5.727477003115113
SRR27326986__2Hr_H2O2	SAMN12496804	GSE251912	V3							30187.97859327217	5572.018348623853	84711.66972477065	78485.25993883792	8130.40366972477	0.0	0.9999735136644555	33726.19571865443	6.9626808296982725	6.057496715959354
SRR27326986__4Hr_Cytokines	SAMN12496804	GSE251912	V3							33044.61456102784	5566.616702355461	92072.58886509636	85586.36830835117	8302.0278372591	0.0	0.9999724463170805	36715.85653104925	6.494430378532786	5.912451324177255
SRR27326986__no_treatment	SAMN12496804	GSE251912	V3							27191.84335154827	5151.592896174863	78195.02641165756	72552.95355191256	7359.617486338798	0.0	0.9999758310765299	30575.021857923497	8.017040048805809	6.560127344209965
SRR27326987__24Hr_Cytokines	SAMN12496804	GSE251912	V3							22162.304843304843	4533.088319088319	53456.95156695157	49762.04415954416	4535.907407407408	0.0	0.9998265198323122	24537.565527065526	7.946800938280383	5.77989880772881
SRR27326987__2Hr_H2O2	SAMN12496804	GSE251912	V3							23466.07167235495	4666.392491467577	56089.69965870307	52111.55290102389	5014.029010238908	0.0	0.9998450988185283	25958.494880546074	7.550197335189378	6.003033275317778
SRR27326987__4Hr_Cytokines	SAMN12496804	GSE251912	V3							24435.70950323974	4587.806695464363	58139.654427645786	54104.4060475162	5017.833693304536	0.0	0.9998295524079135	26984.173866090714	7.276242963902155	6.206840284740065
SRR27326987__no_treatment	SAMN12496804	GSE251912	V3							21431.307769423558	4436.794486215539	51924.02656641604	48191.81704260652	4779.678195488722	0.0	0.9998317368048474	23812.450125313284	7.862637922578344	6.325686231638764
SRR27326992__24h_DMSO	SAMN29494287	GSE251912	V3							35820.98470948012	5562.752293577982	136570.874617737	124721.20795107033	24178.84097859327	0.0	0.9999636663209408	39730.510703363914	10.936856275928877	9.067166919172996
SRR27326992__24h_Thapsigargin	SAMN29494287	GSE251912	V3							36392.62359550562	5738.733146067416	135953.48033707865	123598.04775280898	26538.786516853932	0.0	0.9999678124872486	40205.238764044945	10.005606285852991	8.660142273856735
SRR27326992__2Hr_Thapsigargin	SAMN29494287	GSE251912	V3							37841.456359102245	5468.399002493766	144860.97506234414	132636.99251870325	25537.870324189527	0.0	0.9999623447285031	41881.34663341646	11.910137354873404	9.286468677087282
SRR27326992__4Hr_DMSO	SAMN29494287	GSE251912	V3							33556.75503355705	5420.0704697986575	130210.31208053691	118878.3322147651	23507.78523489933	0.0	0.9999630785228422	37495.3355704698	12.020280158252538	9.036711147906956
SRR27326992__4Hr_Thapsigargin	SAMN29494287	GSE251912	V3							38435.89125799573	5649.912579957356	145427.5223880597	132801.99573560766	26793.138592750533	0.0	0.9999617718176038	42531.942430703624	10.663732694255753	9.24347702348554
SRR27326992__no_treatment	SAMN29494287	GSE251912	V3							39096.41408450704	5726.5098591549295	149554.00563380282	136916.61971830987	25765.79718309859	0.0	0.9999607428698473	43550.498591549294	10.399846787922424	9.241214023524
SRR27326993__24h_DMSO	SAMN29494287	GSE251912	V3							14091.268336314848	3031.1985688729874	45981.96422182469	41571.062611806796	8144.8443649373885	0.0	0.9998039970031151	15554.529516994633	31.779911614601293	9.798165689368977
SRR27326993__24h_Thapsigargin	SAMN29494287	GSE251912	V3							13685.905982905982	3020.8	43830.57606837607	39500.011965811966	8077.731623931624	0.0	0.9997995322586124	15021.305982905982	32.137498582805655	9.237832969051627
SRR27326993__2Hr_Thapsigargin	SAMN29494287	GSE251912	V3							13666.508650519032	3084.010380622837	44742.991349480966	40355.7491349481	8470.081314878893	0.0	0.9998278674576109	15148.716262975779	31.09079835838295	9.888807892724227
SRR27326993__4Hr_DMSO	SAMN29494287	GSE251912	V3							15020.458823529412	3296.974117647059	48440.43058823529	43764.72235294118	8489.44	0.0	0.9998127763411577	16767.52470588235	29.57430843076768	9.467781537722006
SRR27326993__4Hr_Thapsigargin	SAMN29494287	GSE251912	V3							16854.267741935484	3437.0612903225806	52835.882258064514	47874.41612903226	9165.71129032258	0.0	0.999840479608505	18700.10322580645	28.87345540323117	9.635890263769863
SRR27326993__no_treatment	SAMN29494287	GSE251912	V3							16451.072398190045	3451.425339366516	52365.41402714932	47499.65158371041	8744.830316742082	0.0	0.9998339641148148	18322.572398190045	27.703224109566726	9.716285420891214
SRR27326994__24h_DMSO	SAMN25980818	GSE251912	V3							18679.791666666668	4462.586538461538	46235.46314102564	42367.993589743586	6244.0641025641025	0.0	0.9999128210429962	20806.533653846152	12.108014107157516	6.268957446096591
SRR27326994__24h_Thapsigargin	SAMN25980818	GSE251912	V3							21178.905569007264	4751.089588377724	52395.67070217917	48088.55084745763	6964.077481840193	0.0	0.9999432858196933	24140.59564164649	10.275458673370306	6.019622005431188
SRR27326994__2Hr_Thapsigargin	SAMN25980818	GSE251912	V3							19502.290633608816	4557.347107438017	47787.64600550964	43875.201101928375	6178.745179063361	0.0	0.9999289311489126	21711.74655647383	11.590845976507318	6.342056289940425
SRR27326994__4Hr_DMSO	SAMN25980818	GSE251912	V3							19843.47932330827	4680.2819548872185	48542.02443609023	44467.52067669173	6541.127819548872	0.0	0.9999376831198097	22037.47932330827	11.187852678642257	6.216233868270504
SRR27326994__4Hr_Thapsigargin	SAMN25980818	GSE251912	V3							19375.89205955335	4581.312655086848	47725.1364764268	43787.68734491315	6294.738213399503	0.0	0.9999413976154611	21737.387096774193	11.481458657459546	6.309847262507054
SRR27326994__no_treatment	SAMN25980818	GSE251912	V3							20216.611819235226	4693.351100811124	50029.31286210892	45910.06604866744	6470.457705677868	0.0	0.9999430670660865	22637.783314020857	11.21736440401564	6.2600568095159135
SRR27326995__24h_DMSO	SAMN25980818	GSE251912	V3							20507.56891025641	4643.8557692307695	53961.118589743586	49387.583333333336	6978.4182692307695	0.0	0.9999712280547007	22885.24198717949	12.84079691709154	5.926056103785893
SRR27326995__24h_Thapsigargin	SAMN25980818	GSE251912	V3							22510.185935637663	4880.842669845054	58819.43861740167	53914.16328963051	7613.206197854589	0.0	0.9999682044386153	25618.05482717521	11.185326843192469	5.80466512806068
SRR27326995__2Hr_Thapsigargin	SAMN25980818	GSE251912	V3							21100.036516853932	4717.776685393258	54524.72191011236	49978.27387640449	6956.869382022472	0.0	0.999966067963102	23405.4845505618	12.27744119004942	6.0333598228908025
SRR27326995__4Hr_DMSO	SAMN25980818	GSE251912	V3							21264.353433835848	4857.559463986599	55426.149078726965	50761.18425460636	7060.038525963149	0.0	0.9999710875539923	23700.608040201005	11.932272991507926	5.903514839092545
SRR27326995__4Hr_Thapsigargin	SAMN25980818	GSE251912	V3							21938.327228327227	4815.159951159952	56025.781440781444	51352.63858363858	7120.665445665446	0.0	0.9999668475181337	24387.225885225886	11.739633508140788	5.965274024336564
SRR27326995__no_treatment	SAMN25980818	GSE251912	V3							21384.4923857868	4802.394670050761	56228.052030456856	51566.93020304568	7081.041878172588	0.0	0.9999699402732898	23954.760152284263	12.05582973676164	5.9674920784022545
SRR27326996__24h_DMSO	SAMN21845647	GSE251912	V3							17152.958865248227	4160.802836879433	42592.09078014184	38894.41418439717	5049.782978723404	0.0	0.9999480093624574	19417.1390070922	16.0204363125051	5.774784424074565
SRR27326996__24h_Thapsigargin	SAMN21845647	GSE251912	V3							18554.658267716535	4393.729921259843	45759.7874015748	41920.3251968504	5357.958267716535	0.0	0.9999447441476537	21578.146456692913	14.004920889228984	5.635440310840708
SRR27326996__2Hr_Thapsigargin	SAMN21845647	GSE251912	V3							17478.18602761982	4229.061738424046	42994.927701056055	39304.31681559708	5036.991876523152	0.0	0.9999446592420025	19796.14216084484	15.535555738091288	5.659455284214501
SRR27326996__4Hr_DMSO	SAMN21845647	GSE251912	V3							17297.05593220339	4219.183050847458	42748.351694915254	39045.15762711864	5053.668644067797	0.0	0.999946994296575	19485.880508474576	15.795106295415097	5.793275092965729
SRR27326996__4Hr_Thapsigargin	SAMN21845647	GSE251912	V3							18501.563265306122	4319.247619047619	44827.62108843537	41015.974829931976	5151.667346938775	0.0	0.9999423624301443	20917.885714285716	14.979455575517873	5.609473182813591
SRR27326996__no_treatment	SAMN21845647	GSE251912	V3							17822.195583596214	4248.159305993691	43669.85646687697	39891.85488958991	5136.301261829653	0.0	0.9999447823134883	20047.271293375394	15.45393956096056	5.678685062539883
SRR27326997__24h_DMSO	SAMN21845647	GSE251912	V3							20175.259057971016	4641.019927536232	51886.65217391304	47233.936594202896	6429.438405797101	0.0	0.9999473210478175	22776.632246376812	14.382211674787817	5.602407617507892
SRR27326997__24h_Thapsigargin	SAMN21845647	GSE251912	V3							23095.932485322897	4817.965753424657	58502.643835616436	53396.04109589041	7175.926614481409	0.0	0.9999484748756349	26575.221135029355	13.139028995389813	5.776347844412316
SRR27326997__2Hr_Thapsigargin	SAMN21845647	GSE251912	V3							20845.51210762332	4637.770403587444	53309.715695067265	48554.15156950673	6559.315695067265	0.0	0.999945467416481	23539.891479820628	14.630113627494545	5.8925269967466845
SRR27326997__4Hr_DMSO	SAMN21845647	GSE251912	V3							20274.491525423728	4573.197740112994	52277.661016949154	47585.49905838042	6440.675141242938	0.0	0.9999444088468893	22823.798493408663	14.923874630199558	5.825928023383141
SRR27326997__4Hr_Thapsigargin	SAMN21845647	GSE251912	V3							23138.69647251846	4777.827727645611	58014.75717801476	52954.0844954881	6921.509433962264	0.0	0.9999457679389441	26031.35520918786	13.571440809565324	5.978570076671929
SRR27326997__no_treatment	SAMN21845647	GSE251912	V3							20358.016587677725	4538.921800947867	52326.016587677725	47626.568720379146	6391.172985781991	0.0	0.9999434330734597	22935.149289099525	14.804403397487896	5.85046652164919
